"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","id","exp","load","age"
"1",8.924,4.561,2.454,2.017,1.937,2.116,1.85,0.817,0.825,0.872,0.672,0.426,0.313,0.317,0.369,0.309,0.272,0.209,0.181,0.186,0.146,0.118,0.095,0.092,0.094,0.068,0.049,0.038,0.034,0.035,0.028,0.02,0.015,0.01,0.008,0.006,0.004,0.003,0.002,0.001,"1108","wmc","1b",0
"2",10.17,5.506,3.128,3.348,2.411,3.696,4.019,1.48,0.973,1.01,0.979,0.497,0.446,0.382,0.41,0.482,0.41,0.326,0.232,0.214,0.166,0.141,0.132,0.126,0.095,0.078,0.066,0.053,0.046,0.039,0.029,0.02,0.017,0.011,0.008,0.007,0.004,0.003,0.002,0.001,"1108","wmc","2b",0
"3",13.386,7.355,2.947,4.346,3.414,3.679,3.356,3.952,5.474,4.439,1.601,0.731,0.475,0.385,0.394,0.327,0.222,0.202,0.193,0.146,0.116,0.121,0.106,0.087,0.078,0.066,0.077,0.074,0.055,0.043,0.037,0.023,0.015,0.012,0.009,0.005,0.004,0.003,0.002,0.001,"1606","wmc","1b",0
"4",14.554,5.824,3.711,4.305,4.25,3.784,3.573,3.797,6.278,5.187,1.477,0.671,0.616,0.527,0.287,0.311,0.307,0.27,0.203,0.187,0.164,0.148,0.127,0.119,0.107,0.088,0.091,0.07,0.055,0.036,0.025,0.019,0.024,0.014,0.01,0.007,0.004,0.003,0.003,0.001,"1606","wmc","2b",0
"5",23.912,7.773,5.026,3.116,1.63,1.528,1.089,0.867,0.983,0.912,0.444,0.227,0.19,0.201,0.227,0.191,0.19,0.122,0.133,0.141,0.165,0.183,0.143,0.099,0.089,0.074,0.071,0.062,0.044,0.04,0.026,0.016,0.011,0.015,0.01,0.007,0.005,0.004,0.003,0.002,"1608","wmc","1b",0
"6",19.542,7.316,4.61,2.937,2.262,1.712,0.99,0.853,0.847,0.802,0.336,0.239,0.183,0.228,0.165,0.171,0.215,0.172,0.197,0.232,0.184,0.132,0.124,0.112,0.088,0.084,0.073,0.055,0.037,0.034,0.027,0.028,0.016,0.017,0.014,0.008,0.007,0.006,0.004,0.003,"1608","wmc","2b",0
"7",21.186,8.088,4.445,3.704,2.269,1.653,1.702,1.499,1.771,1.486,0.679,0.462,0.424,0.437,0.322,0.303,0.227,0.261,0.288,0.224,0.211,0.252,0.266,0.178,0.143,0.143,0.108,0.087,0.058,0.056,0.054,0.031,0.035,0.031,0.026,0.012,0.009,0.007,0.004,0.004,"1612","wmc","1b",0
"8",17.673,5.986,3.962,1.93,1.436,1.386,1.427,2.083,2.56,1.262,0.555,0.455,0.289,0.366,0.277,0.238,0.319,0.324,0.31,0.288,0.21,0.176,0.183,0.171,0.131,0.109,0.126,0.131,0.093,0.076,0.048,0.027,0.031,0.023,0.014,0.015,0.008,0.005,0.004,0.004,"1612","wmc","2b",0
"9",16.236,7.147,4.829,3.898,2.437,1.682,2.179,1.408,1.176,0.958,0.644,0.344,0.376,0.337,0.317,0.303,0.224,0.191,0.16,0.144,0.131,0.107,0.117,0.123,0.091,0.073,0.066,0.061,0.055,0.044,0.036,0.027,0.02,0.014,0.01,0.008,0.005,0.004,0.004,0.003,"1632","wmc","1b",0
"10",21.309,6.88,5.265,5.371,2.971,2.521,1.946,1.714,1.232,1.502,0.981,0.6,0.346,0.357,0.346,0.293,0.233,0.215,0.2,0.169,0.155,0.154,0.148,0.128,0.097,0.092,0.07,0.055,0.06,0.046,0.039,0.031,0.02,0.012,0.008,0.007,0.006,0.006,0.003,0.002,"1632","wmc","2b",0
