"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","id","exp","load","age"
"1",47.38,20.025,8.462,5.865,4.951,6.188,6.571,2.768,2.252,1.872,1.837,1.557,0.931,0.967,1.11,1.074,1.06,0.942,0.881,0.855,0.835,0.686,0.608,0.637,0.586,0.466,0.439,0.375,0.289,0.215,0.206,0.169,0.1,0.072,0.047,0.041,0.034,0.021,0.014,0.008,"1108","wmc","1b",0
"2",59.582,26.758,14.037,9.919,7.438,11.783,14.475,4.96,3.038,3.078,2.968,1.699,1.672,1.798,1.421,1.319,1.359,1.444,1.172,0.891,0.858,0.946,0.997,0.883,0.797,0.706,0.655,0.515,0.372,0.364,0.291,0.216,0.125,0.081,0.064,0.055,0.036,0.028,0.019,0.015,"1108","wmc","2b",0
"3",39.041,8.483,5.875,4.889,3.282,3.91,3.552,3.967,6.953,6.061,2.499,0.779,0.802,0.74,0.516,0.432,0.487,0.469,0.419,0.389,0.381,0.346,0.294,0.353,0.335,0.356,0.305,0.309,0.31,0.226,0.157,0.114,0.103,0.056,0.048,0.028,0.02,0.013,0.012,0.008,"1606","wmc","1b",0
"4",33.303,8.893,5.957,4.825,5.181,4.722,4.21,5.044,8.03,9.011,2.735,0.947,1.006,0.965,0.667,0.546,0.343,0.331,0.299,0.363,0.418,0.363,0.368,0.331,0.281,0.273,0.246,0.236,0.182,0.125,0.128,0.1,0.069,0.049,0.05,0.033,0.021,0.016,0.01,0.008,"1606","wmc","2b",0
"5",44.04,8.69,5.681,3.33,1.863,1.44,1.149,1.134,1.97,2.396,1.446,0.509,0.213,0.23,0.2,0.24,0.225,0.171,0.156,0.201,0.232,0.23,0.196,0.136,0.118,0.102,0.062,0.053,0.076,0.056,0.047,0.036,0.04,0.026,0.018,0.009,0.012,0.008,0.004,0.003,"1608","wmc","1b",0
"6",29.39,10.263,4.759,3.764,3.148,1.078,0.854,1.254,2.082,3.015,0.91,0.42,0.238,0.225,0.296,0.276,0.287,0.304,0.392,0.351,0.278,0.47,0.454,0.247,0.246,0.303,0.259,0.248,0.173,0.134,0.147,0.107,0.06,0.043,0.029,0.023,0.019,0.015,0.01,0.008,"1608","wmc","2b",0
"7",31.734,11.242,3.497,3.277,3.012,2.721,2.683,3.076,4.437,2.08,1.168,0.977,0.737,0.696,0.648,0.792,0.997,0.993,0.776,0.773,0.829,1.013,1.014,0.9,0.94,0.972,0.645,0.542,0.477,0.378,0.175,0.166,0.208,0.108,0.114,0.04,0.033,0.018,0.013,0.015,"1612","wmc","1b",0
"8",46.893,11.917,5.798,4.388,3.598,2.76,2.9,2.939,3.985,1.979,1.091,0.7,0.533,0.458,0.495,0.468,0.423,0.489,0.602,0.619,0.7,0.715,0.805,0.951,0.81,0.721,0.506,0.45,0.368,0.243,0.164,0.18,0.095,0.065,0.044,0.038,0.019,0.015,0.015,0.011,"1612","wmc","2b",0
"9",17.374,6.361,4.352,3.083,2.53,2.452,2.737,1.785,1.832,1.932,1.128,0.893,0.944,0.795,0.654,0.686,0.729,0.802,0.869,0.88,0.968,1.195,1.286,1.258,1.046,0.954,0.723,0.521,0.575,0.378,0.304,0.184,0.152,0.108,0.094,0.064,0.041,0.037,0.025,0.021,"1632","wmc","1b",0
"10",20.292,7.744,3.808,3.146,2.647,2.6,2.962,1.639,1.805,2.476,1.321,1.019,0.798,0.667,0.625,0.724,0.793,0.798,0.765,0.808,0.867,1.099,1.443,1.484,1.399,1.229,1.094,0.741,0.593,0.521,0.436,0.278,0.204,0.128,0.075,0.048,0.048,0.036,0.032,0.017,"1632","wmc","2b",0
"11",34.573,12.639,5.684,5.405,5.82,5.796,7.344,12.029,10.499,5.147,2.236,1.095,0.996,0.675,0.802,0.881,0.871,1.17,1.228,0.723,0.592,0.608,0.747,0.61,0.696,0.936,0.732,0.686,0.608,0.585,0.461,0.255,0.185,0.131,0.083,0.059,0.047,0.031,0.018,0.028,"1634","wmc","1b",0
"12",62.655,13.743,7.913,5.577,6.803,6.021,5.48,9.134,7.534,5.799,1.814,1.221,1.083,0.953,0.84,0.988,1.097,0.908,0.934,1.112,1.163,1.003,0.724,0.67,0.884,1.03,1.023,1.071,0.72,0.552,0.545,0.317,0.332,0.223,0.114,0.117,0.06,0.059,0.028,0.025,"1634","wmc","2b",0
"13",29.567,8.263,4.822,2.842,2.016,1.294,1.365,1.229,1.176,0.636,0.415,0.374,0.409,0.371,0.245,0.208,0.17,0.14,0.154,0.132,0.116,0.134,0.119,0.097,0.077,0.073,0.062,0.058,0.046,0.036,0.027,0.023,0.02,0.013,0.007,0.007,0.005,0.004,0.003,0.002,"1635","wmc","1b",0
"14",24.818,7.45,4.263,2.87,1.814,1.712,1.458,1.226,1.091,0.681,0.569,0.34,0.281,0.326,0.351,0.276,0.219,0.17,0.159,0.167,0.16,0.137,0.106,0.102,0.08,0.08,0.074,0.063,0.061,0.041,0.025,0.019,0.013,0.012,0.01,0.007,0.005,0.004,0.003,0.001,"1635","wmc","2b",0
"15",51.839,11.195,10.306,3.723,3.819,2.758,2.732,2.685,3.432,3.457,2.168,1.588,1.282,0.838,0.768,0.622,0.6,0.696,0.64,0.58,0.654,0.602,0.486,0.365,0.295,0.327,0.269,0.225,0.148,0.176,0.142,0.101,0.074,0.054,0.045,0.034,0.023,0.014,0.013,0.01,"1640","wmc","1b",0
"16",37.253,17.354,11.486,5.623,4.678,3.584,2.34,2.83,2.444,3.13,1.815,1.258,1.225,0.844,0.846,0.897,0.939,0.684,0.765,0.671,0.555,0.546,0.509,0.52,0.528,0.437,0.362,0.331,0.246,0.254,0.213,0.147,0.128,0.08,0.084,0.042,0.027,0.017,0.016,0.013,"1640","wmc","2b",0
"17",48.888,11.947,8.288,8.687,6.522,7.628,5.331,6.574,7.622,9.836,2.977,1.118,1.079,1.066,0.836,0.795,0.763,0.955,0.981,0.837,0.915,0.842,0.725,0.761,0.666,0.676,0.662,0.554,0.412,0.326,0.4,0.311,0.215,0.134,0.086,0.076,0.047,0.039,0.025,0.016,"2003","wmc","1b",0
"18",60.938,17.159,10.18,8.618,8.515,6.711,7.718,9.986,8.05,8.62,3.316,1.488,1.154,1.215,1.1,1.089,0.995,1.134,1.086,0.997,0.858,0.8,0.78,0.865,0.793,0.651,0.536,0.531,0.458,0.309,0.224,0.186,0.124,0.095,0.082,0.061,0.058,0.034,0.019,0.017,"2003","wmc","2b",0
"19",31.245,10.795,4.218,1.686,1.473,1.032,1.062,1.275,1.554,0.717,0.469,0.436,0.386,0.408,0.414,0.362,0.383,0.453,0.432,0.453,0.527,0.541,0.606,0.671,0.627,0.648,0.483,0.513,0.419,0.326,0.169,0.123,0.091,0.103,0.076,0.074,0.033,0.018,0.013,0.012,"2004","wmc","1b",0
"20",27.849,10.275,4.015,3.178,1.504,1.311,2.024,1.351,1.314,0.972,0.656,0.624,0.516,0.539,0.554,0.512,0.593,0.753,0.908,1.246,1.459,1.631,1.725,1.85,2.428,2.839,2.403,2.091,1.473,0.995,0.902,0.731,0.338,0.209,0.14,0.163,0.109,0.102,0.061,0.045,"2004","wmc","2b",0
"21",25.978,9.51,4.312,3.157,2.132,1.047,1.316,1.2,1.278,1.583,0.955,0.707,0.526,0.37,0.331,0.405,0.518,0.416,0.451,0.563,0.415,0.452,0.659,0.691,0.554,0.444,0.458,0.424,0.374,0.378,0.233,0.172,0.148,0.102,0.064,0.059,0.046,0.035,0.018,0.014,"2006","wmc","1b",0
"22",43.049,9.451,4.592,2.79,1.786,1.583,1.393,1.097,1.286,1.419,1.007,0.599,0.479,0.449,0.344,0.289,0.341,0.339,0.351,0.348,0.351,0.382,0.315,0.378,0.438,0.385,0.305,0.233,0.17,0.185,0.143,0.103,0.089,0.066,0.044,0.036,0.029,0.02,0.01,0.008,"2006","wmc","2b",0
"23",56.182,20.761,7.335,5.166,2.325,2.429,3.197,2.341,2.1,1.835,1.276,0.929,0.73,0.601,0.514,0.487,0.616,0.698,0.563,0.664,0.711,0.625,0.653,0.67,0.618,0.539,0.54,0.527,0.447,0.33,0.219,0.217,0.119,0.127,0.086,0.076,0.037,0.051,0.025,0.012,"2901","wmc","1b",0
"24",71.549,16.408,9.467,7.488,7.33,3.729,2.3,2.286,2.565,2.183,1.484,1.306,1.211,1.182,1.295,1.443,1.028,0.999,1.413,1.553,1.531,1.338,1.336,1.132,0.818,1.05,0.89,0.791,0.79,0.421,0.275,0.172,0.175,0.149,0.136,0.071,0.056,0.036,0.021,0.022,"2901","wmc","2b",0
