"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","id","exp","load","age"
"1",10.078,5.65,3.75,2.613,3.046,2.264,2.271,1.679,3.187,4.468,2.401,0.767,0.612,0.559,0.644,0.689,0.72,0.591,0.504,0.454,0.294,0.215,0.143,0.106,0.088,0.07,0.064,0.054,0.039,0.038,0.038,0.024,0.016,0.01,0.006,0.004,0.003,0.002,0.002,0.001,"1108","wmc","1b",0
"2",13.93,7.604,5.193,3.89,2.866,3.454,3.871,2.567,3.356,4.579,1.915,0.901,0.711,0.738,0.859,1.036,1.004,0.663,0.553,0.531,0.364,0.212,0.161,0.133,0.099,0.097,0.073,0.074,0.07,0.046,0.037,0.026,0.018,0.011,0.007,0.005,0.004,0.003,0.002,0.001,"1108","wmc","2b",0
"3",26.008,11.066,5.192,7.832,7.28,6.957,8.063,15.161,20.147,16.538,6.011,1.497,0.856,0.958,1.022,0.855,0.772,0.513,0.363,0.267,0.209,0.149,0.113,0.105,0.082,0.054,0.044,0.034,0.027,0.021,0.023,0.016,0.011,0.007,0.005,0.003,0.002,0.002,0.001,0.001,"1606","wmc","1b",0
"4",27.509,9.078,7.521,10.001,6.37,5.584,7.21,16.223,22.187,19.866,7.457,1.918,1.361,1.077,0.792,0.859,0.833,0.704,0.434,0.308,0.23,0.182,0.158,0.15,0.112,0.084,0.077,0.05,0.035,0.035,0.027,0.014,0.011,0.01,0.008,0.004,0.002,0.002,0.002,0.001,"1606","wmc","2b",0
"5",33.172,9.274,7.824,4.137,2.451,1.917,2.22,2.494,4.292,4.968,2.149,0.729,0.426,0.335,0.353,0.335,0.4,0.31,0.193,0.211,0.211,0.148,0.105,0.082,0.076,0.074,0.057,0.043,0.034,0.035,0.022,0.02,0.018,0.009,0.007,0.004,0.003,0.003,0.002,0.001,"1608","wmc","1b",0
"6",34.709,12.372,5.951,3.653,3.334,2.033,1.935,4.028,7.032,8.736,1.806,0.89,0.276,0.308,0.351,0.349,0.369,0.363,0.262,0.244,0.21,0.15,0.11,0.104,0.092,0.072,0.053,0.053,0.049,0.042,0.027,0.023,0.017,0.012,0.009,0.006,0.004,0.004,0.002,0.001,"1608","wmc","2b",0
"7",52.693,17.808,6.441,6.883,5.904,4.676,2.688,3.776,5.343,4.124,2.08,1.459,1.262,0.973,0.729,0.713,0.501,0.378,0.332,0.3,0.256,0.189,0.148,0.122,0.127,0.105,0.093,0.089,0.069,0.042,0.03,0.024,0.025,0.012,0.011,0.008,0.005,0.004,0.003,0.001,"1612","wmc","1b",0
"8",28.172,12.441,6.289,5.82,4.902,4.535,3.726,6.345,8.588,5.284,2.303,1.011,0.745,0.761,0.681,0.607,0.508,0.482,0.429,0.353,0.204,0.174,0.155,0.129,0.105,0.092,0.074,0.071,0.05,0.039,0.031,0.021,0.016,0.013,0.01,0.006,0.004,0.004,0.002,0.001,"1612","wmc","2b",0
"9",13.875,5.443,4.07,3.63,2.393,2.055,2.119,2.901,4.721,5.961,2.496,1.016,0.782,0.574,0.51,0.425,0.324,0.249,0.212,0.201,0.144,0.111,0.088,0.079,0.056,0.036,0.043,0.038,0.027,0.029,0.027,0.016,0.009,0.005,0.005,0.003,0.002,0.002,0.002,0.001,"1632","wmc","1b",0
"10",14.719,5.68,3.119,3.647,2.784,2.248,2.215,2.283,4.024,7.309,2.96,1.142,0.658,0.527,0.476,0.443,0.399,0.316,0.247,0.162,0.132,0.101,0.086,0.078,0.057,0.048,0.04,0.029,0.026,0.026,0.023,0.014,0.009,0.007,0.004,0.003,0.003,0.002,0.001,0.001,"1632","wmc","2b",0
